longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
7.3142081718122505,52.21699675873711,35.90525154394801,1574,973,1780,524,9338.306004385106,648971,Lower Saxony
6.418189274203386,53.8259678092681,17.940892228590716,4864,344,2591,1033,2624.1696265593573,633984,Hesse
8.469711860166022,50.80259825769666,39.60495152176354,1795,283,3241,1180,6622.572624729413,449570,Baden-Württemberg
9.00081848036885,54.75364697374148,8.74241473136491,526,939,1780,356,1250.8967386496472,427679,Berlin
11.272164474596675,49.125060380331576,48.864849012970545,2443,696,1943,1579,7616.280882160284,726542,Brandenburg
9.824616648085524,47.10806965301375,7.217836658310134,2886,495,1728,66,1379.9948700152913,818489,Saxony-Anhalt
15.872112218651488,50.87002291761389,47.005515101692325,1441,298,100,1671,7066.715875542555,614669,Hesse
6.122492918228309,49.04891036016014,16.378424498671755,4842,448,4919,1375,2911.3196081616065,224731,Brandenburg
7.297644317043181,53.58974137618536,39.10208484609007,3418,977,635,478,6320.718895675005,604717,Lower Saxony
6.774404696734958,48.8621813774489,5.003316474489774,4667,358,4952,199,3483.7721864734413,192526,Rhineland-Palatinate
12.184191580119382,49.48503374633045,16.440804013081987,2605,267,4818,481,1201.6253241873708,421228,Brandenburg
7.786207627937603,53.3298194481529,38.70952729923739,2184,669,906,844,7169.833441912992,919954,Thuringia
10.12941850141937,52.72114601620288,28.955123190379503,1996,350,2828,1120,5037.932297547362,537369,Hamburg
7.68868151201763,51.4644098932581,10.17284673367017,3382,515,4934,1444,7518.075962559289,471294,Berlin
6.748665420100717,52.639584495382074,22.713338562677386,1022,240,2787,1565,1506.5604855276842,553593,Saxony-Anhalt
6.214126552807357,50.34909490856021,21.899720978804417,1063,932,1011,780,5771.830793953628,447777,Berlin
12.219625484118009,47.04248038091734,30.567300988142744,1780,867,2222,1334,1488.3975518386085,344535,North Rhine-Westphalia
6.5200124648347515,47.09084102809754,35.058968260709804,3290,763,1407,600,2294.6234109412853,485103,Thuringia
7.162405978480589,51.0897743005895,42.837360908551254,1549,745,2455,1407,8059.719316923507,188499,Saarland
9.055976877270606,47.66632783775199,27.37541286398177,1615,795,992,1659,3058.050742712656,549132,Baden-Württemberg
14.030925528327286,47.40860384135405,22.640977278732656,2873,292,526,376,1839.9116558410583,251771,Saxony-Anhalt
6.068114033723674,54.72413311309979,11.478944034292176,4065,903,1610,341,2276.2784595486805,534240,Saarland
14.217393982486843,53.87202111726447,41.217033424537505,2545,483,818,1086,2272.8898856299093,344779,Bavaria
6.057082486833593,48.21621781767656,37.1016682436552,2986,110,1939,695,8594.415018293834,509636,Baden-Württemberg
15.741054115147353,47.00531374872163,23.39048288546084,3852,769,3509,1041,6309.482830323723,586715,Mecklenburg-Vorpommern
10.155163218124716,54.53334236311805,28.329453947420124,1985,419,352,1130,8131.141193380222,609020,Bremen
15.744371970093708,49.22660238656091,34.933227998534996,3638,916,3341,1870,3314.971867427058,570443,Berlin
11.653300717195506,48.48718082284398,12.4162515431392,4076,310,4432,1284,6637.067492136387,329610,Baden-Württemberg
13.131899373381318,52.532064862652284,6.223900748356411,3229,671,999,1008,9090.168318889642,905666,Baden-Württemberg
5.431065714797527,47.87122991073061,19.287666463400846,3189,216,3668,779,5805.599416757353,508389,North Rhine-Westphalia
8.110876588340506,49.117196784022404,31.80132588362734,2606,275,3289,1038,8836.60650544085,184066,Bavaria
6.322162173344858,54.80075744169637,26.89727410766564,4577,238,2045,1301,2962.4114316545256,656322,Bavaria
8.257542172743594,52.11570219579208,36.164958208840716,3112,247,4412,1950,9702.34030011707,606817,Hamburg
6.306004908496685,51.16542233186043,41.886041250854085,4468,841,3024,1089,1717.2323970790417,182144,Lower Saxony
8.497814973333735,50.1833489186795,26.979911002862416,4013,177,3387,401,7849.975237595735,203168,Schleswig-Holstein
9.55689293966137,53.19600763907361,11.042016067302118,2418,285,2145,341,2815.4694185727317,826591,Brandenburg
5.705622459836628,48.12765981218955,43.278259990953465,3074,648,2483,1581,2051.9893174905365,714530,Saarland
12.617193313070217,54.73870241629586,30.874564727335148,1316,615,2169,816,6031.233383589936,740127,Mecklenburg-Vorpommern
11.232615996272326,53.88898406452629,38.29718663522918,4669,519,4220,1806,3853.2005433931004,376037,Thuringia
7.9192844003339,51.941255860553945,36.70990941237312,3109,858,2215,657,3002.6795616535323,397593,Thuringia
10.755728588133696,47.343249523220464,48.56952970990588,3064,942,4746,189,4952.1096075747255,803692,Saxony-Anhalt
6.033345618342858,52.606845195581904,18.28882950511163,2564,184,4688,203,9895.79289697846,330529,Berlin
11.335411451117972,54.306274727083846,36.73880477506679,3716,960,242,1604,6694.098026107872,760231,Hamburg
15.222258173338355,51.19661653982901,21.455434990666323,3379,684,2729,1682,3507.426690170895,846348,Mecklenburg-Vorpommern
8.50425847696456,49.8337985746181,22.793482441338877,1975,108,798,1134,9873.119828588136,233471,Saxony-Anhalt
12.341514179600498,47.96221875983576,15.376758649642467,3420,565,4557,533,3512.5001280708543,719086,Rhineland-Palatinate
6.4497764864483145,53.039208833100545,20.480457904288425,3754,480,4775,140,7476.8645070837965,109912,Bavaria
12.87959924530422,54.08017480969445,47.67335382462184,3830,809,340,1893,3369.9953307786172,281299,Rhineland-Palatinate
8.183467022419212,47.802013952606785,18.165688112642044,3092,321,2359,940,7968.758031338688,770578,Bavaria
7.015104982078285,53.071876438018734,16.0695772680464,1850,820,2230,528,6795.857119471801,656511,Hesse
11.451642282910914,47.13648389007278,31.24120903132199,1168,541,463,118,6154.3617631997995,742422,Hamburg
5.221183008062429,54.73643934461776,16.611618053378958,2413,472,4885,989,5130.053868373438,863859,Bavaria
14.118340321390994,51.92046416508077,26.302357651743275,2725,954,1749,320,3185.5893386137336,930935,Hamburg
5.051650238118018,51.41951247193307,42.53793154503066,4466,839,4581,311,6484.845146241018,478416,Baden-Württemberg
12.45598190475853,49.36759866871142,15.3680141438229,3262,662,1771,1042,8869.127942055562,786641,Brandenburg
7.970087705113814,54.43433337255827,24.201113548276403,4040,967,4716,178,1281.7487264578656,345692,Thuringia
13.087134243348544,49.127245018694325,32.47203807590144,2173,692,3715,224,7594.027649457493,639875,Bavaria
15.58407399629182,53.62517290573356,29.553301605806844,3310,217,736,310,8919.302816442429,810706,Lower Saxony
7.7362845787195385,54.880869434697054,48.862545683685674,2583,511,4402,879,6551.990022278343,794304,Bavaria
11.337730678596206,53.26717316411845,35.61666144778378,4007,708,3576,1863,3325.8756916754082,868320,Baden-Württemberg
11.512461243990229,51.15191936309145,38.297580892179795,1146,403,2294,1837,4163.275534977837,936965,Lower Saxony
11.294770963699607,47.52859411081337,48.513017658502996,1010,550,1287,1286,7739.243388147627,923572,Hesse
7.4538979590468015,50.77931031336858,23.649711135283447,4606,111,1100,612,4301.401279579287,353896,Thuringia
15.480239126686834,50.50604757577363,20.992091677747304,3789,182,2507,433,1072.658404845249,566301,Baden-Württemberg
9.918379164793901,48.62236832949596,6.9738093394872145,4931,316,3421,1185,1949.6646517801346,956747,Saarland
14.310495397182406,50.38870109371444,13.289193793347222,2062,636,1418,665,3568.063331060146,621669,Baden-Württemberg
12.694272028492549,49.86206307264271,15.673533442325414,4532,228,4237,64,4538.528228704465,470088,Lower Saxony
8.27180645940647,48.30947408921319,13.257701018210232,1561,721,1308,1257,4278.922507646026,877584,Bavaria
13.95177601672725,50.53099314665989,38.9652751938454,4166,544,2644,1783,8257.849490280116,230428,Rhineland-Palatinate
9.361563149316831,49.10239965059591,29.114734157425026,2625,300,4527,1470,2994.2446255524524,410391,Rhineland-Palatinate
14.692135168222777,51.17649936545811,35.043521065631026,4295,187,2901,1698,4692.819840699592,341606,North Rhine-Westphalia
11.394001598994446,47.28128047772955,41.920797237771815,666,613,3542,1515,8328.042047068568,370077,Hamburg
14.699088980403381,54.24985135829827,15.38482735786526,4916,351,2433,565,8140.935524809258,956338,Thuringia
12.617847490855425,53.530914444158846,19.666577291967464,1405,449,4750,847,2847.027756102789,353898,Lower Saxony
12.977797078016046,51.420650660084036,36.87621201664686,4402,147,3710,851,4276.657110384029,978435,Bavaria
10.514568201193725,53.81446866205795,22.674152565701277,2469,714,1327,1890,2406.818345885952,734677,Schleswig-Holstein
15.516919981955462,54.6991605904864,6.317192304546986,2039,330,4893,939,1810.8998938213347,446418,Bremen
12.083892191526012,47.88417835242129,24.57298485620951,1657,336,1229,1751,5987.7386762023525,529332,Rhineland-Palatinate
9.662405534139976,52.04665446727843,45.87228888869364,3397,534,3627,836,3875.4301811942346,652444,Brandenburg
11.670325355407169,54.98395200748527,23.40596802167936,1798,311,3041,1275,5623.202948735341,823008,Mecklenburg-Vorpommern
5.211125181402669,54.90311335466821,19.951201239923616,1215,225,472,214,6291.189087202631,553215,Hesse
8.317322983420043,51.82658393832595,49.52862873252622,1076,829,1860,674,6455.730408483343,425639,Saarland
12.261908912419536,48.02416696360653,33.99870039066559,608,738,2411,117,9466.88686024455,805104,Bremen
8.190853679314884,51.66554264792423,21.46991119120314,4986,607,4635,802,3111.8429773027947,650499,Rhineland-Palatinate
11.798169718987257,47.01651708459537,9.59087891137133,3248,850,501,1207,9082.767639069652,512261,North Rhine-Westphalia
9.716455710403427,48.591290677334875,40.45322502258895,2971,953,174,625,1461.777956498024,570353,Berlin
6.490214706446952,54.64898527647968,36.86337200694909,4980,646,1088,250,1273.4455520114564,954974,Hamburg
8.28110558551634,49.64352458082275,46.486210966185425,4120,581,810,763,1978.9126277169894,238423,Baden-Württemberg
11.269614017713913,52.10712084621559,14.777403351260375,635,906,2560,451,6793.202323760757,336368,Saarland
11.499600373729905,49.24687595705794,10.17159574947044,2035,854,2403,1436,5772.6416571256495,907544,Hesse
11.317577737345367,54.58257509689272,37.58326368840786,2234,995,1780,1944,2459.108647963799,570307,Saxony-Anhalt
12.18520901842847,52.8284698395959,14.152812889941304,2074,575,4257,1185,2331.144526791388,145219,Hesse
12.173135970018578,49.637209260651304,12.924672700527324,4402,461,1960,1545,5764.863775809776,919223,Brandenburg
9.745602789773713,53.334091369442966,19.391330092823246,3524,917,2345,1950,9631.053088878378,617945,Rhineland-Palatinate
14.862012554361693,47.8653241958107,41.75713136652969,2198,608,4668,1062,2644.5700534369225,120618,Saarland
9.04318057052686,50.13855152052368,29.279147229933383,1516,311,3856,1525,3332.1655920258786,843061,Baden-Württemberg
9.794514177921895,48.76974502185274,7.063265979602644,3476,919,2458,1689,2085.2496311618,442612,Rhineland-Palatinate
14.811156905172393,52.46981157820837,25.875260359669277,4860,901,1108,1589,6351.416593043718,256521,Hesse
13.868133879506944,47.819570254175446,35.77908251149138,1932,953,2052,1821,9340.923608733403,450427,North Rhine-Westphalia
12.74277441894403,50.17620665826139,29.22657973110571,4996,232,3888,1655,3142.136272574364,577332,Saarland
6.102495760435312,49.21319784167352,30.760259817045018,3657,535,1573,734,5251.791368632007,733189,Schleswig-Holstein
15.114308751191409,51.05074335459043,15.114979777669909,4862,829,851,556,9168.531027052235,508943,Thuringia
12.856654295040226,49.799181444031035,43.148269921790664,660,993,4272,509,7374.5482651723905,114804,North Rhine-Westphalia
15.987317072246531,52.65128462133609,30.262942291600588,3033,343,4876,603,5754.579971180564,310963,Hesse
6.643931351237931,47.19661619445573,37.09607058683044,1998,171,3584,1008,6753.760912404918,444394,Mecklenburg-Vorpommern
14.549386631050357,52.07189537044726,49.183889765598614,4334,540,600,349,7577.556132108887,420938,Saarland
6.787422281440123,48.84457031755056,24.268939595353945,1485,738,111,941,7556.306068759298,359519,Hamburg
11.771155207122286,49.1496722300548,44.64799757044288,2184,904,2753,129,5364.7939751272015,583807,Thuringia
6.362019811343856,53.40204482866819,5.327645627350625,968,663,3276,912,3533.283944227364,299118,Hesse
14.328090522544578,54.64454715184337,6.5033281676804044,3265,323,4304,1458,2855.571336075841,749907,Bremen
13.880508545975118,49.532401680216694,31.562596477796763,2084,161,790,1730,9267.524899026761,996115,Hesse
11.260108124760526,53.61444216295261,19.015222799399027,2498,801,862,552,1524.2202669477049,906943,Baden-Württemberg
9.479016269485996,47.83192670376987,16.172445515886512,2060,467,2559,211,4033.658263780245,888385,Schleswig-Holstein
5.760836950006518,52.07185322405907,17.507091074403135,1205,806,2332,223,7210.451239860765,850558,Brandenburg
12.6717165045902,53.00825839627935,19.328132057476438,1115,253,3168,605,6400.621245733521,806663,Saarland
9.988969509458757,48.24782342427565,37.80264632645403,728,856,3864,633,4898.967401291427,728715,Bavaria
12.942611594173826,50.40801910135649,30.613818750392504,2005,989,446,1155,1938.095792785341,518209,Berlin
14.53020558521492,54.14165731399185,40.50661876517,2052,481,4785,1495,2255.752461331677,452891,Rhineland-Palatinate
15.730736555031744,47.828627707586975,42.35884609257734,4089,775,3709,1243,7268.705854452726,640701,Rhineland-Palatinate
14.41383676631872,47.144770865611804,42.9320686685577,3541,322,3149,1368,5353.269530224242,699944,Brandenburg
5.128854926035022,51.72468303238347,23.65898671286994,3605,344,3115,85,4055.9565785599343,787523,Hamburg
8.959758709262003,50.484252324247464,23.957302834238487,2858,792,1701,1379,4373.141779743775,149798,Mecklenburg-Vorpommern
13.029896186664638,53.38951399107122,46.68196460632628,1844,749,2316,259,4858.173827316545,769951,Hesse
6.887926449875845,54.387644305632854,34.77936175719847,2964,149,424,577,7147.50957006415,790541,North Rhine-Westphalia
10.731402668245423,49.39322915635053,8.621023279061244,3027,565,4217,104,6408.530105723321,536386,Saarland
5.59771787173179,50.10723293735284,29.398412934161072,2703,284,4471,604,1634.3468154803081,116586,Baden-Württemberg
7.199961773860401,50.89017669063452,21.020326683570815,2244,257,3909,395,2417.3007316966628,555610,Berlin
5.203739739066753,51.705211683482396,49.434574537236344,587,303,750,1402,1635.0011823011155,505748,Baden-Württemberg
13.730674736931627,54.87083063745293,5.614493290803166,4406,289,4349,735,1311.3111317884009,563462,Rhineland-Palatinate
7.4631715686641815,52.578642006640415,32.54813928817511,1467,518,1991,991,7984.044261505364,802232,Berlin
8.79886848766593,50.11638805876455,37.563039247948616,545,348,2850,193,8658.630168966873,344285,Schleswig-Holstein
15.2088942281215,49.1101414916037,18.000804711080985,2184,990,2594,1008,4745.600490035047,165097,North Rhine-Westphalia
12.748558421158862,54.55700574737699,48.81386832154394,2228,901,3122,1313,9719.567060701487,928062,Lower Saxony
5.350228224844386,48.08438746486805,43.67914821597701,1147,990,3315,1196,8772.37932012698,602059,Bremen
6.811635721477041,52.76212682003806,46.20437784436156,1292,610,1768,614,8743.465394875717,908091,Saxony-Anhalt
11.836262416497398,54.40316020233953,5.865442670819681,693,256,1736,1437,4304.659599396432,557983,Berlin
11.349514474645844,52.317324692275506,30.644246809166404,1111,634,1220,1814,9589.124467939146,981415,Rhineland-Palatinate
7.616821035119595,50.38443552132897,18.259260887954603,1842,189,590,341,7740.368610704774,124985,Brandenburg
15.27635397717273,48.591927519403875,43.20628857210483,2642,117,2745,660,4183.231861969521,294512,Mecklenburg-Vorpommern
11.753625515624856,49.93980257801542,33.47823456117331,2774,867,3045,158,8999.496045504646,602452,Bremen
10.891960833274542,52.65497447536097,29.24946519444994,1413,133,790,1898,1037.0106996861596,373204,Saarland
11.48900973990028,52.196273793402376,10.156467635402256,4467,709,3195,947,6144.319371104947,708194,Rhineland-Palatinate
13.031342324684466,54.42380933278686,29.310026215378585,4941,701,3236,1064,5681.555137019732,504894,Hesse
8.431394950275621,53.934887309275,33.435686586039196,2697,568,4466,1813,1736.109464772357,504228,Brandenburg
9.380431684377012,53.52920601813095,48.0160539189592,1199,479,4671,142,8761.20840552418,342248,Hesse
7.308281238726344,54.291607002806096,31.32729546907413,1146,107,3672,589,3535.4005085125013,459280,Saarland
7.048123064683698,49.210697221896396,48.53302707855445,2225,292,3465,1327,4387.150715077438,922036,Lower Saxony
15.38809628982327,49.956188321117196,48.272275202299795,3594,368,816,945,5276.380729864682,194639,Hamburg
13.135058745542164,50.03915123028814,34.25901511251189,1584,341,4310,1243,8352.413474251589,807809,Mecklenburg-Vorpommern
10.395046894793238,51.48360470967824,27.76585928531399,1406,427,2501,1316,6354.442276956631,915805,Hesse
7.501560907706556,52.34574583634217,25.97097847217222,3266,699,1330,564,6075.614831747111,106982,Baden-Württemberg
7.797921299474322,49.293733464323154,45.06703525021022,3552,650,3472,192,4261.398183330302,117911,Mecklenburg-Vorpommern
5.638320763562632,47.155699738474404,6.271550733729054,3613,102,1835,1354,3517.1620461254765,951741,Brandenburg
9.778582881139329,50.19377906926327,10.12136891106072,1982,685,3271,1034,5303.0820874346,261222,North Rhine-Westphalia
8.429754701935128,49.4682236764352,9.593227810361833,2894,290,851,1564,3301.601788284272,498585,Schleswig-Holstein
12.659778376970054,54.53747775214438,39.06208963044747,3746,406,4773,1073,4055.6029438385385,489796,Bremen
9.15527023221729,54.10612032435235,20.284296073364064,4213,766,3243,1093,4963.3870145214405,921722,Baden-Württemberg
6.975640453155982,53.88248542674736,33.708584513331544,711,624,1627,1975,8591.507779542673,161908,Schleswig-Holstein
5.271466012304644,52.223998087561945,32.17023067291545,2882,587,4427,149,9374.59555071885,514671,Hesse
5.739745946095734,49.75431331759151,22.362258638413923,3379,853,366,173,8467.672326003863,425432,North Rhine-Westphalia
12.47332050848424,51.39079413919444,28.920547500907936,2867,513,2156,341,5731.297434037959,667819,Saxony-Anhalt
9.9906652901165,53.52180032573098,34.0312340107247,4016,286,2930,268,7404.015279648479,810159,Lower Saxony
10.902371322195943,47.78888294978249,47.342764844516225,3735,859,2113,1278,4016.877482896181,143754,Berlin
14.863384223443763,53.40859904204244,30.903533278744167,3927,426,707,1740,5132.772302988539,282677,Saxony-Anhalt
15.893728421363749,47.329438330624974,32.646538029574145,2684,166,1943,1952,9464.406907124841,674555,Hesse
7.385866828383213,53.531368249714845,8.053511796669897,2254,736,4621,1857,4194.52731995424,375499,Baden-Württemberg
12.293860234101109,53.46051043327899,47.84971166420504,2919,405,3213,1498,2556.871095316411,826866,North Rhine-Westphalia
7.896546144108657,47.408058470630046,28.763686755922382,2908,561,913,1175,5248.846513161802,987052,Lower Saxony
5.2271609941230155,52.017285691694866,41.057303893696485,673,348,2499,1089,6873.324569124293,724304,Berlin
13.342165192197555,51.01962459450318,7.263097841632508,3277,791,4862,1927,2138.6283382764627,582038,Baden-Württemberg
8.520188659047147,48.358556025373716,23.940956108169097,4068,948,3929,1999,2098.9127680534953,781334,Hesse
9.218102835890878,48.18703150141901,16.56389566187157,1402,899,2915,1224,3733.2540184546006,305426,Mecklenburg-Vorpommern
11.471488249089663,53.186073008536184,17.013915440986548,863,748,3113,1772,9168.841912585003,331426,Mecklenburg-Vorpommern
14.141533007598095,51.54154199069475,40.615417848241826,1242,973,689,173,7071.434658936664,520299,Schleswig-Holstein
11.918800279502637,54.86399307933226,33.07400263709841,1575,971,3449,792,2997.4074074209902,783873,Saarland
14.599157209921348,54.85798221830675,24.788539032928163,3344,771,4198,53,6431.3880455972685,763767,Schleswig-Holstein
8.008962382971994,54.94133594771413,5.476358281387704,657,118,2387,1675,6942.158504307207,886293,Bremen
13.778515173038201,47.948924146926124,48.421757432548844,3795,960,516,1921,5707.492119170604,465801,Hesse
7.041995387365475,54.506049095711695,48.29104640100757,594,933,1704,267,7834.442144835958,687418,Brandenburg
15.480708226691391,48.956556872164505,14.789849462601731,1788,541,4320,757,1222.6508979324121,415640,Berlin
12.562371040265969,50.6656980780689,6.860586754245051,2998,446,2060,1132,2720.0550439355816,848586,Saxony-Anhalt
7.370584448249143,53.05925244657381,28.8589713355356,2476,215,4389,287,9697.345699826074,595320,Bremen
15.421076495378166,48.62896745661786,47.81348665773834,3536,514,4505,966,5479.660015811489,618019,Hesse
13.039413874471736,51.53049284443464,45.96781305942207,4438,505,2507,1262,1688.6331855417623,682740,Rhineland-Palatinate
7.793358068545285,48.48653398580797,31.309828875022845,1305,984,3376,1822,3773.6172119619528,188407,Berlin
7.346431751042301,47.837888853450345,18.659698279416823,2206,943,926,329,1015.9514755606602,380959,Hesse
10.700207853237295,47.932468899436785,19.84823976961382,3674,391,4026,693,6214.728176970529,104939,Thuringia
5.282289898599847,49.861112278785754,45.40610981687124,2764,737,1100,1929,9995.304250896113,876708,Mecklenburg-Vorpommern
7.282170829852204,47.037238694697464,27.130281603600963,4857,282,3495,915,6310.895477689641,921173,Hesse
9.67154015626657,50.39883136961352,10.900230303521552,2434,932,3386,1723,6490.656359330003,248139,Hesse
9.11586978367648,52.31357684064919,16.17914641881233,2436,861,4963,464,3949.5395145527104,755090,Hamburg
10.099329668012917,50.21350548003191,17.455770566037458,1766,675,1916,449,3133.2929104252885,803814,Rhineland-Palatinate
8.053915769242051,47.68635680415868,10.55960082193592,3503,828,2281,690,5573.409148361075,693994,Mecklenburg-Vorpommern
11.454627811039856,47.501510896189124,25.83699716845811,2390,274,3896,1537,9098.075502796513,546552,North Rhine-Westphalia
